customer,state,response,coverage,education,employment_status,gender,location_code,marital_status,policy_type,policy,renew_offer_type,sales_channel,vehicle_class,vehicle_size
SR74929,Oregon,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,1,1,Call Center,SUV,Midsize
HK93338,Washington,No,Basic,High School or Below,Other,F,Suburban,Divorced,Personal Auto,2,1,Branch,Four-Door Car,Midsize
QR53727,Arizona,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,3,1,Web,SUV,Midsize
SQ35375,Oregon,No,Basic,Postgraduate,Employed,F,Suburban,Married,Personal Auto,3,2,Web,Four-Door Car,Midsize
UD77728,Arizona,No,Basic,Undergraduate,Employed,F,Urban,Married,Personal Auto,3,2,Agent,Four-Door Car,Midsize
GP13187,California,No,Basic,Postgraduate,Unemployed,F,Suburban,Married,Personal Auto,3,1,Branch,Luxury,Midsize
AQ70619,California,No,Basic,High School or Below,Employed,M,Urban,Married,Corporate Auto,3,1,Agent,Four-Door Car,Midsize
IP65887,Oregon,No,Basic,Undergraduate,Employed,F,Suburban,Married,Corporate Auto,3,1,Call Center,SUV,Midsize
KS98084,California,No,Basic,Postgraduate,Employed,F,Rural,Married,Personal Auto,3,3,Agent,Four-Door Car,Midsize
QU55718,California,No,Extended,Undergraduate,Employed,F,Suburban,Married,Personal Auto,1,1,Agent,Luxury,Large
TS31417,Washington,No,Basic,Undergraduate,Other,M,Suburban,Married,Personal Auto,3,1,Web,SUV,Midsize
QG83213,California,No,Extended,Undergraduate,Unemployed,M,Suburban,Single,Personal Auto,2,2,Agent,Four-Door Car,Small
SA40041,Washington,No,Basic,Undergraduate,Employed,F,Suburban,Divorced,Personal Auto,3,2,Agent,Four-Door Car,Small
MC36247,Oregon,Yes,Basic,Undergraduate,Other,M,Suburban,Married,Personal Auto,2,1,Agent,SUV,Midsize
FO13070,California,Yes,Basic,High School or Below,Employed,M,Suburban,Single,Personal Auto,2,2,Call Center,Four-Door Car,Midsize
VL97142,Oregon,No,Basic,Undergraduate,Employed,M,Rural,Married,Personal Auto,2,3,Agent,SUV,Midsize
CI57475,Arizona,No,Extended,Undergraduate,Unemployed,F,Suburban,Married,Personal Auto,2,1,Agent,Four-Door Car,Small
KJ19260,Arizona,No,Basic,Undergraduate,Employed,M,Rural,Divorced,Corporate Auto,2,2,Call Center,Four-Door Car,Midsize
GN93462,California,No,Extended,Undergraduate,Employed,M,Rural,Married,Personal Auto,3,2,Call Center,Four-Door Car,Midsize
QB86817,Oregon,No,Extended,High School or Below,Employed,F,Urban,Divorced,Personal Auto,1,2,Agent,Four-Door Car,Midsize
AZ68072,Oregon,No,Basic,Undergraduate,Other,F,Rural,Married,Personal Auto,2,1,Agent,Four-Door Car,Midsize
MZ43298,California,No,Extended,Undergraduate,Employed,F,Urban,Single,Corporate Auto,2,1,Web,SUV,Midsize
KS12490,Oregon,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,3,4,Call Center,Luxury,Small
TL18087,Washington,No,Extended,Undergraduate,Employed,M,Suburban,Married,Personal Auto,2,2,Web,Four-Door Car,Midsize
ZT18953,Oregon,No,Basic,Undergraduate,Unemployed,F,Suburban,Married,Corporate Auto,3,1,Branch,SUV,Midsize
EF13716,Oregon,No,Basic,Undergraduate,Employed,M,Urban,Married,Personal Auto,3,1,Agent,Four-Door Car,Large
RN87402,California,No,Basic,Undergraduate,Unemployed,F,Suburban,Married,Corporate Auto,2,1,Branch,Four-Door Car,Small
RJ40995,Arizona,Yes,Basic,Postgraduate,Employed,M,Rural,Divorced,Personal Auto,2,1,Agent,Four-Door Car,Large
GB47529,Oregon,No,Extended,High School or Below,Employed,F,Suburban,Divorced,Corporate Auto,3,1,Web,Luxury,Midsize
MB63131,Oregon,No,Basic,Undergraduate,Unemployed,F,Suburban,Married,Corporate Auto,2,1,Call Center,Four-Door Car,Midsize
KN57002,Arizona,No,Extended,Undergraduate,Unemployed,M,Suburban,Single,Corporate Auto,2,1,Agent,SUV,Small
DR68556,Oregon,No,Basic,High School or Below,Employed,M,Urban,Married,Personal Auto,3,2,Branch,Four-Door Car,Midsize
CS70768,California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,3,1,Branch,Four-Door Car,Midsize
XY33610,Washington,No,Basic,Undergraduate,Employed,M,Urban,Divorced,Personal Auto,3,2,Agent,Four-Door Car,Midsize
LO17953,Oregon,No,Basic,Postgraduate,Employed,F,Rural,Married,Personal Auto,3,2,Branch,Four-Door Car,Large
LZ35469,California,Yes,Basic,Undergraduate,Employed,F,Urban,Married,Personal Auto,2,2,Agent,Four-Door Car,Midsize
BM27144,California,No,Basic,Undergraduate,Employed,F,Rural,Divorced,Personal Auto,3,1,Agent,Four-Door Car,Midsize
EA14700,California,No,Basic,Undergraduate,Unemployed,M,Suburban,Single,Personal Auto,3,2,Call Center,Two-Door Car,Small
FQ70521,California,No,Premium,High School or Below,Employed,F,Rural,Married,Personal Auto,1,2,Agent,Four-Door Car,Large
OA99158,California,Yes,Basic,Undergraduate,Unemployed,M,Suburban,Married,Corporate Auto,3,2,Agent,Two-Door Car,Midsize
YS84064,Arizona,No,Premium,Undergraduate,Unemployed,M,Suburban,Single,Corporate Auto,3,2,Agent,SUV,Midsize
YD45065,Oregon,Yes,Basic,Undergraduate,Unemployed,F,Suburban,Divorced,Personal Auto,3,1,Agent,SUV,Midsize
OC88207,California,No,Basic,Postgraduate,Employed,M,Rural,Married,Special Auto,3,2,Branch,Two-Door Car,Midsize
IL47644,Oregon,No,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,1,2,Call Center,SUV,Midsize
CW27031,Washington,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Corporate Auto,2,1,Agent,SUV,Midsize
XX44146,California,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,2,1,Branch,Two-Door Car,Small
LH26131,Nevada,No,Premium,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,2,1,Agent,Two-Door Car,Large
HU94030,Arizona,No,Extended,High School or Below,Employed,F,Rural,Single,Corporate Auto,2,1,Branch,SUV,Large
GP39118,Washington,No,Basic,High School or Below,Employed,M,Rural,Married,Personal Auto,2,2,Call Center,Two-Door Car,Midsize
QL80658,Arizona,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,3,4,Branch,Four-Door Car,Small
LU63980,Nevada,No,Basic,Undergraduate,Unemployed,M,Suburban,Married,Personal Auto,1,1,Web,Two-Door Car,Large
HQ41200,Oregon,No,Premium,Undergraduate,Employed,F,Suburban,Divorced,Personal Auto,3,1,Agent,Four-Door Car,Midsize
DZ81394,Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,3,1,Agent,SUV,Midsize
IN41344,Washington,No,Basic,Undergraduate,Employed,M,Suburban,Married,Personal Auto,3,4,Branch,Four-Door Car,Midsize
QJ22615,Arizona,No,Basic,Postgraduate,Employed,F,Suburban,Married,Special Auto,3,2,Call Center,Four-Door Car,Midsize
FJ24418,Arizona,No,Extended,Postgraduate,Unemployed,F,Suburban,Married,Personal Auto,3,4,Agent,Four-Door Car,Midsize
JR45097,Oregon,No,Basic,Undergraduate,Unemployed,M,Suburban,Single,Personal Auto,3,2,Agent,Luxury,Midsize
DT82702,Arizona,Yes,Basic,Undergraduate,Unemployed,F,Suburban,Married,Personal Auto,3,2,Agent,Four-Door Car,Midsize
ME87834,Oregon,No,Basic,Undergraduate,Employed,M,Suburban,Married,Personal Auto,3,3,Web,SUV,Midsize
DB91647,California,No,Basic,Undergraduate,Employed,M,Suburban,Single,Personal Auto,2,4,Web,Four-Door Car,Small
UM44109,Oregon,No,Basic,Undergraduate,Employed,M,Rural,Married,Personal Auto,3,2,Call Center,Four-Door Car,Midsize
RT22532,Arizona,Yes,Basic,Undergraduate,Other,M,Suburban,Married,Personal Auto,1,1,Branch,Luxury,Large
DU60004,Nevada,No,Extended,Undergraduate,Employed,F,Rural,Married,Corporate Auto,2,2,Web,Four-Door Car,Midsize
XR17548,Oregon,No,Basic,High School or Below,Employed,M,Urban,Married,Personal Auto,1,2,Branch,Four-Door Car,Midsize
VR14881,Oregon,No,Extended,Undergraduate,Unemployed,M,Suburban,Single,Personal Auto,3,2,Agent,Luxury,Midsize
FS81127,California,No,Basic,Undergraduate,Unemployed,F,Suburban,Married,Corporate Auto,3,2,Web,Four-Door Car,Midsize
VD19899,California,No,Premium,Postgraduate,Employed,F,Urban,Married,Personal Auto,3,2,Call Center,Two-Door Car,Midsize
SP93911,California,No,Premium,High School or Below,Employed,F,Urban,Divorced,Corporate Auto,1,1,Agent,Two-Door Car,Midsize
GH49378,California,No,Basic,Undergraduate,Employed,F,Rural,Married,Personal Auto,3,2,Web,Four-Door Car,Midsize
MZ30958,Nevada,No,Extended,High School or Below,Other,M,Suburban,Married,Corporate Auto,2,1,Agent,Two-Door Car,Midsize
FU55433,Arizona,No,Basic,High School or Below,Employed,M,Suburban,Married,Corporate Auto,2,2,Branch,Two-Door Car,Midsize
SZ14518,California,No,Basic,Undergraduate,Unemployed,F,Suburban,Divorced,Personal Auto,3,3,Call Center,Four-Door Car,Midsize
XI58886,California,No,Basic,High School or Below,Employed,M,Rural,Married,Personal Auto,1,2,Branch,Two-Door Car,Midsize
NL17031,Washington,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,3,2,Agent,Two-Door Car,Midsize
OB32861,Nevada,No,Extended,High School or Below,Unemployed,M,Suburban,Married,Special Auto,2,4,Web,Two-Door Car,Midsize
AZ84403,Oregon,No,Extended,Undergraduate,Unemployed,F,Suburban,Married,Personal Auto,1,3,Branch,Luxury,Midsize
PU34934,Arizona,No,Extended,Undergraduate,Employed,F,Suburban,Married,Personal Auto,3,3,Branch,Four-Door Car,Midsize
WX87964,Washington,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,3,1,Agent,Four-Door Car,Midsize
VI12468,Oregon,No,Extended,Undergraduate,Unemployed,F,Urban,Married,Personal Auto,2,2,Branch,SUV,Midsize
RC44077,California,Yes,Basic,Undergraduate,Employed,M,Suburban,Married,Personal Auto,3,2,Agent,Two-Door Car,Midsize
ZQ48144,California,No,Extended,Undergraduate,Employed,F,Rural,Married,Corporate Auto,3,4,Web,Four-Door Car,Midsize
MA83261,Arizona,No,Basic,High School or Below,Employed,M,Rural,Divorced,Corporate Auto,3,2,Call Center,Two-Door Car,Midsize
ER63193,California,No,Extended,High School or Below,Employed,F,Urban,Married,Corporate Auto,2,1,Branch,Four-Door Car,Midsize
XZ34917,Washington,No,Basic,Undergraduate,Employed,M,Suburban,Married,Personal Auto,3,2,Call Center,Four-Door Car,Small
WH36754,Oregon,No,Basic,Undergraduate,Employed,F,Urban,Divorced,Personal Auto,1,1,Branch,Four-Door Car,Small
ZG90341,Oregon,No,Premium,Undergraduate,Employed,M,Suburban,Single,Personal Auto,2,1,Branch,Four-Door Car,Midsize
KR82385,California,No,Basic,Postgraduate,Employed,M,Suburban,Single,Personal Auto,3,4,Call Center,Two-Door Car,Midsize
MC48570,Arizona,No,Basic,Postgraduate,Other,F,Urban,Married,Personal Auto,2,2,Web,Two-Door Car,Midsize
MP13698,Oregon,No,Premium,Undergraduate,Unemployed,F,Suburban,Single,Personal Auto,1,2,Agent,Two-Door Car,Midsize
JE84351,Oregon,No,Extended,Undergraduate,Employed,M,Suburban,Single,Personal Auto,3,2,Agent,Two-Door Car,Small
BU72276,California,Yes,Basic,Undergraduate,Employed,F,Suburban,Married,Personal Auto,3,2,Call Center,Four-Door Car,Small
DC78147,Arizona,Yes,Extended,Undergraduate,Unemployed,M,Suburban,Single,Personal Auto,2,1,Agent,SUV,Midsize
DB17162,Arizona,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,2,3,Branch,Four-Door Car,Small
TG97744,Oregon,Yes,Extended,Undergraduate,Employed,F,Suburban,Divorced,Corporate Auto,2,1,Agent,Four-Door Car,Midsize
QT26393,California,No,Basic,Undergraduate,Other,M,Urban,Divorced,Personal Auto,3,4,Agent,Two-Door Car,Midsize
UG49716,Washington,No,Basic,Undergraduate,Unemployed,F,Suburban,Single,Personal Auto,3,1,Branch,Luxury,Large
HF11584,Arizona,No,Basic,Postgraduate,Employed,M,Suburban,Married,Personal Auto,3,1,Branch,SUV,Midsize
MS87381,California,No,Extended,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,2,3,Branch,Four-Door Car,Midsize
YU79270,Arizona,No,Basic,Undergraduate,Other,M,Suburban,Single,Personal Auto,1,1,Branch,Four-Door Car,Midsize
HU81007,Oregon,No,Basic,Undergraduate,Other,F,Suburban,Divorced,Personal Auto,3,1,Agent,SUV,Midsize
XH53960,Arizona,No,Basic,Undergraduate,Unemployed,F,Suburban,Single,Personal Auto,3,3,Agent,Four-Door Car,Small
MM62953,Arizona,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,3,3,Agent,Four-Door Car,Midsize
DA74095,Arizona,No,Premium,Undergraduate,Employed,F,Suburban,Married,Personal Auto,3,1,Call Center,Luxury,Midsize
QD46343,Arizona,Yes,Extended,High School or Below,Employed,F,Suburban,Married,Personal Auto,3,3,Agent,Four-Door Car,Small
FR17176,Arizona,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,3,1,Agent,Four-Door Car,Midsize
WY26014,California,No,Extended,High School or Below,Employed,F,Urban,Married,Personal Auto,2,1,Agent,Four-Door Car,Midsize
RY32848,Oregon,No,Extended,Postgraduate,Employed,M,Rural,Married,Personal Auto,3,2,Call Center,SUV,Midsize
JG83987,Arizona,No,Extended,Undergraduate,Employed,F,Urban,Married,Personal Auto,3,3,Web,Two-Door Car,Large
MQ48266,Arizona,No,Basic,Undergraduate,Employed,F,Urban,Married,Personal Auto,3,1,Agent,Two-Door Car,Midsize
EA68909,California,No,Basic,Undergraduate,Employed,M,Suburban,Single,Personal Auto,3,2,Agent,Four-Door Car,Midsize
KP51068,Oregon,No,Basic,Undergraduate,Employed,M,Urban,Single,Personal Auto,3,1,Branch,Four-Door Car,Midsize
CM78608,California,No,Basic,High School or Below,Employed,F,Rural,Divorced,Personal Auto,3,2,Call Center,Two-Door Car,Midsize
TZ11597,California,No,Basic,Undergraduate,Employed,M,Rural,Married,Personal Auto,3,2,Branch,Two-Door Car,Midsize
GS76685,California,Yes,Basic,High School or Below,Other,M,Suburban,Divorced,Corporate Auto,3,1,Branch,SUV,Midsize
BR40272,California,No,Premium,Undergraduate,Employed,M,Suburban,Married,Personal Auto,2,2,Branch,Four-Door Car,Midsize
FX36546,Washington,No,Extended,Postgraduate,Employed,M,Rural,Married,Personal Auto,3,2,Agent,Four-Door Car,Midsize
FY31714,Oregon,No,Extended,Undergraduate,Employed,M,Urban,Single,Personal Auto,3,2,Call Center,Four-Door Car,Large
GL99349,California,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,2,4,Web,Two-Door Car,Small
HH49391,Oregon,No,Extended,High School or Below,Other,M,Suburban,Divorced,Special Auto,1,3,Web,SUV,Midsize
WG26617,Oregon,No,Extended,Undergraduate,Employed,M,Rural,Married,Personal Auto,3,1,Web,Two-Door Car,Midsize
JL97265,Oregon,No,Basic,Postgraduate,Unemployed,M,Suburban,Married,Personal Auto,3,2,Web,Four-Door Car,Midsize
QQ25666,Arizona,No,Basic,High School or Below,Employed,M,Urban,Married,Personal Auto,3,2,Branch,Luxury,Midsize
VE72838,Arizona,Yes,Premium,High School or Below,Employed,F,Suburban,Single,Personal Auto,3,1,Agent,Four-Door Car,Midsize
ZN27809,Oregon,No,Basic,Undergraduate,Unemployed,F,Suburban,Single,Personal Auto,3,1,Web,SUV,Midsize
IZ71030,California,No,Basic,Undergraduate,Employed,F,Rural,Married,Personal Auto,2,3,Branch,Four-Door Car,Midsize
LU79958,Washington,No,Basic,Undergraduate,Unemployed,F,Suburban,Single,Personal Auto,1,1,Web,Four-Door Car,Large
KT30737,California,No,Basic,Undergraduate,Unemployed,M,Suburban,Single,Corporate Auto,1,2,Agent,SUV,Midsize
IU32539,California,No,Extended,Undergraduate,Employed,F,Suburban,Single,Personal Auto,1,4,Branch,Two-Door Car,Midsize
UI73924,Oregon,No,Basic,Undergraduate,Employed,F,Urban,Married,Personal Auto,3,3,Agent,Two-Door Car,Midsize
RZ89359,California,No,Basic,Undergraduate,Employed,F,Rural,Divorced,Personal Auto,1,4,Web,Four-Door Car,Midsize
CE21829,Oregon,No,Extended,Undergraduate,Employed,M,Rural,Divorced,Personal Auto,3,1,Call Center,SUV,Small
BU17847,Arizona,Yes,Basic,Postgraduate,Employed,M,Rural,Single,Personal Auto,2,1,Agent,Luxury,Midsize
XA63646,California,No,Premium,Postgraduate,Employed,F,Urban,Married,Personal Auto,3,2,Branch,Four-Door Car,Midsize
EA40332,Oregon,No,Premium,Undergraduate,Employed,M,Suburban,Divorced,Personal Auto,2,2,Agent,SUV,Midsize
KB75939,Oregon,No,Extended,Undergraduate,Other,F,Rural,Divorced,Corporate Auto,3,3,Branch,Luxury,Midsize
PR98117,Oregon,No,Basic,Undergraduate,Employed,F,Rural,Single,Personal Auto,3,2,Branch,Four-Door Car,Midsize
ZE62067,Arizona,Yes,Basic,Postgraduate,Other,M,Suburban,Divorced,Corporate Auto,3,1,Call Center,Four-Door Car,Small
AU45793,Arizona,Yes,Extended,Postgraduate,Employed,M,Rural,Divorced,Corporate Auto,3,2,Branch,Four-Door Car,Midsize
RE29131,Oregon,Yes,Basic,Undergraduate,Employed,F,Rural,Married,Personal Auto,2,2,Branch,SUV,Large
FZ19620,Oregon,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Corporate Auto,3,1,Agent,Four-Door Car,Midsize
HM93220,Arizona,No,Extended,High School or Below,Other,F,Suburban,Married,Personal Auto,2,1,Agent,Luxury,Midsize
BO94261,Arizona,No,Basic,Postgraduate,Unemployed,M,Rural,Married,Personal Auto,1,2,Call Center,Four-Door Car,Midsize
TC18805,Washington,No,Extended,Undergraduate,Other,M,Urban,Married,Personal Auto,1,1,Agent,SUV,Midsize
UQ24268,Oregon,No,Extended,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,1,4,Agent,Four-Door Car,Midsize
NF25863,Nevada,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,3,1,Call Center,Two-Door Car,Midsize
FD98839,Oregon,No,Basic,Undergraduate,Employed,M,Rural,Married,Personal Auto,1,2,Call Center,Two-Door Car,Large
FN99437,California,No,Basic,Undergraduate,Employed,M,Urban,Divorced,Corporate Auto,3,2,Agent,SUV,Midsize
DZ35379,Arizona,No,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,2,2,Branch,Two-Door Car,Midsize
IA67715,California,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,2,4,Branch,Luxury,Midsize
JG61793,Washington,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,1,1,Branch,Four-Door Car,Small
CR41258,Nevada,No,Basic,Undergraduate,Employed,M,Rural,Married,Personal Auto,3,3,Branch,Four-Door Car,Midsize
BE75190,California,No,Extended,Undergraduate,Employed,M,Suburban,Single,Corporate Auto,1,2,Web,Four-Door Car,Midsize
EW16697,Arizona,No,Basic,High School or Below,Employed,F,Rural,Married,Personal Auto,3,4,Agent,Two-Door Car,Midsize
HI60054,California,No,Extended,Undergraduate,Employed,F,Urban,Married,Personal Auto,2,1,Agent,Two-Door Car,Midsize
MU57098,Oregon,Yes,Extended,Undergraduate,Unemployed,F,Suburban,Married,Personal Auto,1,2,Agent,Four-Door Car,Small
WB21698,California,No,Extended,High School or Below,Employed,F,Urban,Married,Personal Auto,3,2,Branch,Four-Door Car,Midsize
MU75490,Oregon,No,Basic,Undergraduate,Employed,M,Urban,Married,Corporate Auto,3,1,Agent,SUV,Midsize
UA44429,California,No,Basic,Undergraduate,Unemployed,F,Suburban,Married,Personal Auto,3,2,Branch,Four-Door Car,Midsize
PP64004,Nevada,No,Basic,Undergraduate,Other,F,Suburban,Married,Personal Auto,1,1,Agent,SUV,Small
FI77477,Washington,No,Extended,Undergraduate,Unemployed,M,Suburban,Single,Personal Auto,1,4,Agent,SUV,Small
NT40494,California,No,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,1,1,Agent,Four-Door Car,Midsize
YM98727,California,No,Premium,High School or Below,Employed,F,Suburban,Married,Personal Auto,2,1,Agent,Four-Door Car,Small
NT77164,Arizona,No,Basic,Postgraduate,Other,M,Rural,Married,Personal Auto,2,1,Agent,Four-Door Car,Midsize
IL91509,Oregon,No,Basic,Undergraduate,Unemployed,F,Suburban,Single,Special Auto,3,1,Call Center,Luxury,Midsize
PS47550,California,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,3,1,Branch,SUV,Midsize
PK66498,California,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,3,1,Call Center,Two-Door Car,Midsize
NG93751,California,No,Extended,Undergraduate,Employed,M,Urban,Married,Corporate Auto,3,2,Branch,Two-Door Car,Midsize
KL84615,Arizona,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,2,3,Call Center,Four-Door Car,Large
AP27994,Oregon,No,Basic,High School or Below,Other,F,Suburban,Married,Special Auto,2,3,Agent,Luxury,Midsize
TP20456,Arizona,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,2,3,Agent,Luxury,Midsize
OB21477,Oregon,No,Extended,Undergraduate,Employed,M,Suburban,Married,Personal Auto,1,3,Branch,Two-Door Car,Midsize
LH80781,Washington,No,Basic,Undergraduate,Unemployed,F,Suburban,Single,Personal Auto,2,1,Agent,Four-Door Car,Midsize
UU70820,Arizona,No,Basic,Undergraduate,Employed,F,Urban,Married,Personal Auto,3,2,Call Center,Four-Door Car,Large
ER66372,California,No,Basic,Undergraduate,Employed,F,Suburban,Married,Personal Auto,2,1,Agent,Four-Door Car,Midsize
XD81935,Oregon,Yes,Basic,Undergraduate,Employed,F,Urban,Married,Personal Auto,3,2,Agent,Four-Door Car,Midsize
AT30076,Nevada,No,Extended,High School or Below,Employed,F,Suburban,Single,Personal Auto,3,3,Agent,Four-Door Car,Small
EW34576,Arizona,No,Basic,High School or Below,Employed,F,Suburban,Divorced,Corporate Auto,3,1,Agent,Four-Door Car,Midsize
XC14741,California,No,Basic,High School or Below,Employed,M,Urban,Divorced,Corporate Auto,2,2,Branch,Four-Door Car,Midsize
PG84165,California,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,3,2,Branch,Four-Door Car,Midsize
CN16311,Oregon,No,Basic,Postgraduate,Employed,F,Rural,Married,Corporate Auto,3,2,Call Center,Four-Door Car,Midsize
TZ19823,California,Yes,Extended,Undergraduate,Employed,F,Suburban,Divorced,Personal Auto,3,1,Agent,Four-Door Car,Midsize
NC34154,California,No,Basic,High School or Below,Other,F,Suburban,Married,Special Auto,2,2,Web,Two-Door Car,Midsize
LQ50657,Arizona,Yes,Extended,High School or Below,Employed,F,Suburban,Married,Personal Auto,1,2,Agent,Two-Door Car,Large
JL16084,Arizona,No,Extended,Undergraduate,Unemployed,F,Suburban,Single,Personal Auto,3,1,Branch,Four-Door Car,Midsize
CJ81391,Oregon,Yes,Basic,Undergraduate,Employed,M,Urban,Married,Personal Auto,3,2,Web,Four-Door Car,Midsize
WQ89892,Washington,No,Basic,Undergraduate,Unemployed,F,Suburban,Married,Special Auto,1,2,Branch,Two-Door Car,Midsize
JW70372,Arizona,No,Extended,Postgraduate,Employed,F,Rural,Married,Personal Auto,2,2,Branch,Four-Door Car,Midsize
AW17574,Nevada,No,Extended,Undergraduate,Unemployed,F,Suburban,Divorced,Corporate Auto,3,1,Call Center,SUV,Large
GL66847,Arizona,Yes,Basic,Undergraduate,Employed,F,Rural,Married,Personal Auto,3,2,Web,Two-Door Car,Midsize
DC62428,Arizona,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,3,3,Branch,Four-Door Car,Midsize
KR54589,California,No,Basic,High School or Below,Employed,F,Rural,Married,Personal Auto,3,4,Agent,Four-Door Car,Small
BC47264,California,No,Extended,Undergraduate,Employed,F,Rural,Single,Special Auto,3,3,Agent,Two-Door Car,Midsize
SN58128,Oregon,No,Extended,Undergraduate,Employed,F,Urban,Married,Personal Auto,1,4,Branch,SUV,Small
TD97297,Oregon,No,Basic,Undergraduate,Employed,M,Urban,Married,Personal Auto,1,3,Agent,Luxury,Midsize
TK13024,Oregon,No,Basic,Undergraduate,Employed,M,Urban,Married,Personal Auto,3,2,Web,SUV,Midsize
LR97507,Arizona,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Corporate Auto,2,1,Agent,Four-Door Car,Large
KC14861,Oregon,No,Basic,High School or Below,Employed,M,Rural,Married,Personal Auto,1,1,Web,Luxury,Midsize
DC37886,Arizona,No,Basic,High School or Below,Employed,F,Rural,Married,Personal Auto,1,2,Branch,Two-Door Car,Midsize
SP56326,Arizona,No,Premium,High School or Below,Other,F,Suburban,Divorced,Personal Auto,3,1,Branch,Four-Door Car,Midsize
OQ99704,Washington,No,Basic,Undergraduate,Employed,F,Urban,Married,Personal Auto,3,2,Branch,SUV,Small
GQ92754,Nevada,No,Extended,Undergraduate,Unemployed,M,Suburban,Married,Personal Auto,3,1,Call Center,Four-Door Car,Midsize
DX28320,California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,3,1,Branch,Four-Door Car,Midsize
BM83544,Arizona,No,Basic,Undergraduate,Unemployed,F,Suburban,Single,Personal Auto,2,2,Agent,SUV,Midsize
YB96664,Washington,Yes,Basic,Undergraduate,Employed,M,Suburban,Divorced,Corporate Auto,3,2,Branch,Two-Door Car,Midsize
RO90746,California,No,Extended,High School or Below,Employed,F,Suburban,Married,Personal Auto,3,3,Agent,Luxury,Midsize
UV46349,Oregon,No,Extended,Undergraduate,Unemployed,F,Rural,Married,Personal Auto,3,3,Call Center,Four-Door Car,Midsize
MY32188,Oregon,No,Basic,Undergraduate,Unemployed,M,Suburban,Single,Corporate Auto,3,1,Agent,Two-Door Car,Small
OV87950,California,No,Basic,Undergraduate,Employed,M,Suburban,Married,Personal Auto,1,3,Branch,Two-Door Car,Large
ZG82132,Oregon,Yes,Premium,Undergraduate,Employed,F,Suburban,Single,Personal Auto,2,1,Branch,Two-Door Car,Midsize
LZ31103,Oregon,Yes,Basic,Undergraduate,Employed,F,Urban,Married,Personal Auto,2,2,Agent,Four-Door Car,Midsize
HO79663,Arizona,No,Basic,Postgraduate,Employed,F,Rural,Married,Personal Auto,2,1,Branch,Luxury,Midsize
RS57109,Arizona,No,Premium,Undergraduate,Employed,F,Rural,Married,Personal Auto,2,1,Agent,Two-Door Car,Midsize
NA21420,Oregon,No,Basic,Undergraduate,Employed,F,Rural,Divorced,Corporate Auto,3,2,Agent,Four-Door Car,Midsize
MY98825,California,No,Basic,Undergraduate,Employed,F,Rural,Divorced,Corporate Auto,2,3,Web,Two-Door Car,Midsize
VW73816,Oregon,No,Basic,Undergraduate,Employed,M,Urban,Married,Personal Auto,3,1,Agent,SUV,Midsize
FN66189,Oregon,No,Extended,Undergraduate,Employed,F,Rural,Married,Personal Auto,3,4,Branch,Four-Door Car,Midsize
HU75748,Arizona,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,2,3,Branch,Two-Door Car,Midsize
OS11465,Oregon,No,Basic,High School or Below,Employed,M,Suburban,Married,Special Auto,1,4,Call Center,SUV,Midsize
UY61913,Oregon,No,Basic,Undergraduate,Other,M,Urban,Married,Personal Auto,2,1,Agent,SUV,Midsize
OD70577,Arizona,No,Extended,Undergraduate,Unemployed,F,Suburban,Single,Personal Auto,3,1,Branch,Two-Door Car,Midsize
